,UNITID,INSTNM_x,Percent of students over 23 at entry,WHITE,BLACK,ASIAN,HISPANIC,PCT_BORN_US,MEDIAN_HH_INC,POVERTY_RATE,UNEMP_RATE,LN_MEDIAN_HH_INC,numberOfStudentsNotWorkingAndNotEnrolled10YearsAfterEntry,numberOfStudentsWorkingAndNotEnrolled10YearsAfterEntry,meanEarningsOfStudentsWorkingAndNotEnrolled10yearsAfterEntry,logOfMeanEarnings,Standard deviation of earnings of students working and not enrolled 10 years after entry,INSTNM_y,CITY,STABBR,ZIP,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SAT_AVG,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54
224,110413,California Lutheran University,0.159999996,74.05999756,3.420000076,6.53000021,22.54999924,81.12000275,81648.78,6.489999771,3.400000095,11.27000046,79,733,57900,57.9,41900,California Lutheran University,Thousand Oaks,CA,91360-2787,34.225551,-118.879467,0.6156,0.615618816,1109,0,0.0041,0,0,0.1374,0,0.0398,0,0,0.0137,0,0.0096,0,0,0.0302,0.0426,0,0.0659,0.0069,0,0.0179,0.0563,0.0082,0,0.0234,0,0.1181,0.0563,0,0.0659,0,0,0,0,0.0371,0,0.2582,0.0082
225,110422,California Polytechnic State University-San Luis Obispo,0.090000004,73.41000366,3.380000114,8.31000042,20.63999939,81.77999878,74683.78,7.159999847,3.680000067,11.15999985,321,3286,69400,69.4,51800,California Polytechnic State University-San Luis Obispo,San Luis Obispo,CA,93407,35.29889,-120.65856,0.3129,0.312921828,1259,0.1445,0.0176,0.0489,0.0015,0.0323,0.0233,0.0174,0,0.0191,0.219,0.0101,0.0029,0,0,0.0201,0.0189,0,0.0592,0.0176,0,0,0.0504,0.0032,0,0.0191,0,0.0271,0,0,0.0508,0,0,0,0,0.0252,0.022,0.1393,0.0103
229,110510,California State University-San Bernardino,0.330000013,58.13000107,9.720000267,4.71999979,39.58000183,79.02999878,59070.9,13.35999966,5.079999924,10.94999981,627,4185,46800,46.8,30200,California State University-San Bernardino,San Bernardino,CA,92407-2397,34.182987,-117.322508,0.6459,0.645899739,887,0,0.006,0,0.0003,0.0456,0,0.0152,0,0.0044,0.007,0,0.0105,0.0193,0,0.0365,0.0539,0,0.0269,0.0238,0,0,0.0447,0.0022,0,0.0184,0,0.1398,0.065,0.0146,0.0986,0,0,0,0,0.0342,0.0865,0.226,0.0206
230,110529,California State Polytechnic University-Pomona,0.200000003,52.36000061,5.550000191,15.65999985,40.97999954,67.34999847,68064.96,11.09000015,4.309999943,11.07999992,465,4282,55400,55.4,35600,California State Polytechnic University-Pomona,Pomona,CA,91768,34.054273,-117.819019,0.3931,0.393058632,1066,0.0445,0,0.0331,0.0076,0.0307,0,0.0269,0,0.0026,0.1796,0.0236,0.0024,0.0169,0,0.0155,0.0297,0,0.0602,0.0176,0,0.001,0.0371,0.004,0,0.0159,0,0.0347,0,0,0.054,0,0,0,0,0.0326,0.0157,0.3,0.014
231,110538,California State University-Chico,0.219999999,77.51999664,2.720000029,5.610000134,16.84000015,85.98999786,61867.44,9.630000114,4.510000229,10.96000004,459,3937,52400,52.4,38600,California State University-Chico,Chico,CA,95929-0150,39.728003,-121.846333,0.6345,0.634490334,1003,0.046,0.0081,0,0.0052,0.0463,0,0.0336,0,0.0229,0.0475,0.0252,0.0064,0,0,0.0203,0.0463,0,0.0194,0.0067,0,0.0032,0.0839,0.0032,0,0.0087,0,0.0654,0.0365,0.0191,0.0978,0,0,0,0,0.0741,0.0975,0.1612,0.0159
233,110556,California State University-Fresno,0.230000004,58.06000137,5.079999924,6.960000038,40.83000183,78.51999664,53295.09,16.06999969,6.599999905,10.82999992,628,5105,46500,46.5,32700,California State University-Fresno,Fresno,CA,93740,36.814477,-119.748258,0.5219,0.521917946,897,0.0634,0.0015,0,0.0023,0.0459,0,0.0049,0,0.0286,0.0379,0.0139,0.015,0.0059,0,0.0165,0.0763,0,0.0297,0.0077,0,0.0015,0.0578,0.0067,0,0.0162,0,0.0748,0,0.0294,0.1305,0,0,0,0,0.0441,0.1269,0.1462,0.0162
234,110565,California State University-Fullerton,0.25999999,57.77000046,4.269999981,13.78999996,37.38000107,69.26000214,73036.4,9.409999847,3.930000067,11.15999985,874,6841,49000,49,37400,California State University-Fullerton,Fullerton,CA,92831-3599,33.883627,-117.885349,0.4186,0.418608542,1024,0,0,0,0.008,0.1276,0,0.01,0,0.0532,0.0278,0,0.007,0,0,0.0198,0.0176,0,0.0311,0.0063,0,0,0.0595,0.0048,0,0.007,0,0.0735,0.0396,0.0382,0.065,0,0,0,0,0.052,0.0993,0.2375,0.015
236,110583,California State University-Long Beach,0.239999995,53.66999817,8.31000042,13.07999992,36.70000076,69.25,66954.9,11.93999958,4.389999866,11.06000042,807,6497,51100,51.1,35000,California State University-Long Beach,Long Beach,CA,90840-0115,33.782752,-118.1123,0.3382,0.3381576,1056,0,0.0064,0,0.0144,0.0695,0,0.0108,0,0,0.0671,0.0111,0.0172,0.0797,0,0.0302,0.0303,0,0.0346,0.0096,0,0.0059,0.0401,0.0048,0,0.0095,0,0.0596,0.0166,0.0084,0.0961,0,0,0,0,0.112,0.1064,0.1436,0.0159
237,110592,California State University-Los Angeles,0.389999986,42.68999863,8.729999542,14.88000011,52.04999924,58.13000107,52850.08,17.51000023,5.190000057,10.81999969,636,4848,46900,46.9,30800,California State University-Los Angeles,Los Angeles,CA,90032-8506,34.066927,-118.168965,0.6813,0.68133731,874,0.0013,0,0,0.0024,0.0725,0.0005,0.0263,0,0.0375,0.0486,0.009,0.0074,0.0003,0,0.0189,0.0353,0,0.0321,0.0088,0,0.0016,0.0231,0.0053,0,0.0066,0,0.0635,0.0598,0.0361,0.1307,0,0,0,0,0.0414,0.1161,0.204,0.0109
238,110608,California State University-Northridge,0.25999999,57.36999893,7.889999866,9.460000038,36.79000092,65.09999847,64055.44,12.93999958,4.860000134,11.01000023,1132,7963,47500,47.5,35300,California State University-Northridge,Northridge,CA,91330,34.23671,-118.526817,0.456,0.455986529,902,0,0,0,0.0068,0.1377,0,0.0202,0,0.0337,0.0418,0.0035,0.0071,0.0261,0,0.0217,0.0483,0,0.0382,0.0054,0,0.0163,0.0496,0.0037,0,0.0054,0,0.0994,0,0.0033,0.1184,0,0,0,0,0.0573,0.0797,0.1676,0.0089
239,110617,California State University-Sacramento,0.289999992,64.83999634,7.889999866,10.42000008,19.79999924,81.56999969,65686.13,10.14000034,4.409999847,11.03999996,814,6455,51000,51,32600,California State University-Sacramento,Sacramento,CA,95819-2694,38.55745,-121.42194,0.6725,0.672527665,948,0,0.0077,0,0.0083,0.0851,0,0.0128,0,0.0489,0.0485,0.0046,0.0051,0.0257,0,0.0236,0.0311,0,0.0367,0.0067,0,0.0163,0.052,0.006,0,0.0162,0,0.0626,0.0745,0.025,0.1132,0,0,0,0,0.0443,0.084,0.1459,0.0155
240,110635,University of California-Berkeley,0.129999995,59.25999832,6.809999943,16.69000053,23.56999969,71.68000031,77601.85,8.56000042,3.690000057,11.18999958,744,5166,74700,74.7,65000,University of California-Berkeley,Berkeley,CA,94720,37.871969,-122.260423,0.1688,0.168836272,1397,0,0.0398,0.0192,0.0268,0.0246,0,0.0374,0,0,0.1224,0,0.0246,0,0.0128,0.0429,0,0,0.114,0.0486,0,0.0557,0,0.0106,0,0.0375,0,0.0446,0,0.0122,0.2113,0,0,0,0,0.0303,0.0214,0.0466,0.0166
241,110644,University of California-Davis,0.109999999,59.13000107,6.519999981,16.95999908,22.31999969,73.62000275,76621.08,8.539999962,3.849999905,11.18000031,702,5989,65200,65.2,48700,University of California-Davis,Davis,CA,95616-8678,38.539895,-121.751958,0.3795,0.379523854,1226,0.0532,0.0275,0.0169,0.0131,0.0306,0,0.0216,0,0.0013,0.0997,0,0.0215,0.0374,0,0.0261,0,0,0.2051,0.0147,0,0.0251,0,0.0056,0,0.0191,0,0.0853,0,0,0.167,0,0,0,0,0.0399,0.0174,0.0559,0.016
242,110653,University of California-Irvine,0.079999998,58.40000153,4.369999886,17.73999977,28.70999908,69.01000214,78085.65,8.710000038,3.74000001,11.21000004,525,4701,61800,61.8,47300,University of California-Irvine,Irvine,CA,92697,33.648434,-117.841248,0.3868,0.386819923,1175,0,0.0039,0,0.0115,0.0075,0,0.0443,0,0.0184,0.0967,0,0.0134,0,0,0.0209,0,0,0.1127,0.0165,0,0.0385,0,0.0058,0,0.0335,0,0.1143,0,0,0.1848,0,0,0,0,0.0577,0.1186,0.0903,0.0108
243,110662,University of California-Los Angeles,0.150000006,58.04000092,5.800000191,15.57999992,29.77000046,68.11000061,72896.84,10.07999992,4.070000172,11.13000011,818,6327,70700,70.7,62300,University of California-Los Angeles,Los Angeles,CA,90095-1405,34.068892,-118.443901,0.1728,0.172791024,1339,0,0.0102,0.0026,0.0325,0,0,0.0177,0,0,0.0717,0,0.032,0,0,0.0421,0.0001,0,0.1526,0.0569,0,0.0469,0,0.0164,0,0.0278,0,0.1098,0,0,0.2613,0,0,0,0,0.047,0.0068,0.0277,0.038
244,110671,University of California-Riverside,0.07,53.90000153,7.039999962,14.40999985,36.54999924,69.70999908,68292.12,11.28999996,4.389999866,11.07999992,546,4658,52200,52.2,39900,University of California-Riverside,Riverside,CA,92521,33.97588,-117.331098,0.556,0.555996988,1119,0,0.0118,0,0.0161,0,0,0.0174,0,0,0.0815,0,0.0233,0,0,0.0486,0.0155,0,0.1537,0.0249,0,0.0061,0,0.0135,0,0.0179,0,0.0868,0,0.014,0.22,0,0,0,0,0.0519,0,0.1637,0.0334
245,110680,University of California-San Diego,0.079999998,60.15000153,4.639999866,16.87000084,26.29000092,70.91999817,76397.62,8.680000305,3.650000095,11.18000031,610,4968,67900,67.9,51200,University of California-San Diego,La Jolla,CA,92093,32.876598,-117.237793,0.3374,0.337364369,1344,0,0.0102,0,0.0046,0.0479,0,0.0543,0,0.0021,0.1568,0,0.008,0.0184,0,0.0127,0,0,0.1877,0.03,0,0.067,0,0.0038,0,0.0505,0,0.0764,0,0,0.1779,0,0,0,0,0.028,0.0048,0.0489,0.01
247,110705,University of California-Santa Barbara,0.059999999,63.81999969,4.940000057,10.38000011,30.17000008,73.91000366,73046.19,9.479999542,4.099999905,11.14000034,503,4592,59000,59,45900,University of California-Santa Barbara,Santa Barbara,CA,93106,34.416281,-119.846404,0.3264,0.326443235,1248,0,0.0488,0,0.0164,0.0609,0,0.0257,0,0,0.0458,0,0.0328,0,0.0006,0.0373,0.0004,0,0.1051,0.0341,0,0.0603,0,0.0215,0,0.0423,0,0.1254,0,0,0.2504,0,0,0,0,0.0546,0,0.0125,0.025
248,110714,University of California-Santa Cruz,0.079999998,64.81999969,5.079999924,13.02999973,22.87000084,74.81999969,78075.09,7.980000019,3.660000086,11.21000004,424,3175,50400,50.4,40000,University of California-Santa Cruz,Santa Cruz,CA,95064-1011,36.997258,-122.067993,0.5029,0.502877097,1201,0.0031,0.0557,0,0.0282,0,0,0.0701,0,0,0.0341,0,0.0708,0,0.0208,0,0,0,0.1771,0.0139,0,0.0239,0,0.0154,0,0.0349,0,0.1122,0,0.0039,0.143,0,0,0,0,0.0855,0,0.0665,0.0411
271,111948,Chapman University,0.550000012,69.87000275,4.46999979,7.889999866,24.70999908,80.58000183,73437.32,8.31000042,4,11.14999962,416,3293,54100,54.1,34900,Chapman University,Orange,CA,92866,33.793678,-117.851481,0.4758,0.475786394,1217,0,0.0057,0,0,0.1511,0,0.0108,0,0.0395,0,0,0.0051,0,0.0006,0.0274,0,0,0.0395,0.0128,0,0.0115,0.0102,0.0057,0,0.0057,0,0.0772,0,0.0032,0.0504,0,0,0,0,0.2321,0.0427,0.2532,0.0153
273,112075,Concordia University-Irvine,0.170000002,70.08000183,3.940000057,9.670000076,23.87000084,78.51999664,79890.85,7.090000153,3.430000067,11.23999977,98,540,48300,48.3,42400,Concordia University-Irvine,Irvine,CA,92612-3203,33.6535,-117.81063,0.5917,0.591706539,1029,0,0,0,0,0.0735,0,0,0,0,0,0,0,0,0,0.0231,0.0987,0,0.0441,0.0126,0,0.0315,0.0924,0,0.021,0.0063,0,0.0966,0,0,0.0084,0,0,0,0,0.0378,0.2143,0.187,0.0525
274,112084,San Diego Christian College,0.230000004,72.33000183,5.059999943,6.349999905,22.89999962,82.44999695,66943.92,8.289999962,3.779999971,11.07999992,54,218,39500,39.5,30600,San Diego Christian College,Santee,CA,92071,32.84281,-116.978151,0.5173,0.517321016,933,0,0,0,0,0.0412,0,0,0,0.0567,0,0,0,0.0928,0,0.0103,0.1907,0,0.0206,0,0,0.0979,0.0722,0,0.1495,0,0,0.067,0,0,0,0,0,0,0.0361,0.0258,0,0.1392,0
280,112260,Claremont McKenna College,0,68.77999878,5.460000038,11.67000008,19.57999992,78.51000214,82855.72,7.210000038,3.279999971,11.25,PrivacySuppressed,196,97800,97.8,101000,Claremont McKenna College,Claremont,CA,91711-6400,34.102323,-117.706593,0.1096,0.109558413,1408,0,0.047,0,0.0125,0.0094,0,0.0188,0,0,0.0063,0.0094,0.0157,0,0,0.0188,0,0,0.0878,0.0188,0,0.1442,0,0.0345,0,0.0188,0,0.0784,0,0,0.3793,0,0,0,0,0.0031,0,0.0815,0.0157
303,113698,Dominican University of California,0.360000014,65.73000336,6.199999809,12.89000034,18.92000008,76.94999695,79219.91,6.940000057,3.339999914,11.22999954,84,667,58400,58.4,43900,Dominican University of California,San Rafael,CA,94901-2298,37.980014,-122.514654,0.7883,0.788337925,1054,0,0,0,0.0026,0.0548,0,0,0,0.0287,0,0,0,0,0,0.0131,0.0496,0,0.1123,0,0,0.0157,0,0,0,0.0131,0,0.0836,0,0,0.0313,0,0,0,0,0.0444,0.3681,0.1723,0.0104
323,114813,Fresno Pacific University,0.400000006,61.52999878,4.110000134,5.590000153,39.65000153,80.72000122,53503.12,15.25,6.440000057,10.85000038,83,668,43600,43.6,28300,Fresno Pacific University,Fresno,CA,93702-4709,36.725279,-119.731953,0.6313,0.631274131,988,0,0.0048,0,0,0.0208,0,0,0,0.0464,0,0,0.0048,0.1072,0.0048,0.0144,0.1888,0,0.0192,0.0144,0,0.0048,0.0288,0.0032,0.0432,0.0064,0,0.096,0.0096,0.0144,0.0512,0,0,0,0,0.0176,0.08,0.2016,0.0176
336,115409,Harvey Mudd College,0.01,71.75,4.300000191,12.35999966,15.52999973,79.93000031,82806.61,6.289999962,3.099999905,11.27000046,PrivacySuppressed,126,84900,84.9,82900,Harvey Mudd College,Claremont,CA,91711,34.106137,-117.710594,0.1296,0.129643117,1484,0,0,0,0,0,0,0.2989,0,0,0.2989,0,0,0,0,0,0,0,0.0652,0.0489,0,0.1522,0,0,0,0.125,0,0,0,0,0.0054,0,0,0,0,0.0054,0,0,0
338,115728,Holy Names University,0.389999986,49.04000092,15.80000019,16.70000076,22.79999924,74.26000214,72379.02,9.569999695,4.139999866,11.14000034,40,284,55500,55.5,44900,Holy Names University,Oakland,CA,94619-1699,37.802654,-122.18717,0.43,0.430045872,858,0,0,0,0.0056,0.0333,0,0.0056,0,0,0,0,0,0,0,0.0222,0.0722,0,0.0389,0,0,0,0.0944,0.0056,0,0,0,0.1167,0,0.0111,0.1111,0,0,0,0,0.0056,0.3111,0.15,0.0167
340,115755,Humboldt State University,0.289999992,74.26000214,4.579999924,5.409999847,17.76000023,85.23000336,57400.36,10.92000008,4.519999981,10.89000034,434,2223,39000,39,29000,Humboldt State University,Arcata,CA,95521-8299,40.8741,-124.0814,0.77,0.770010754,990,0.01,0.1655,0,0.005,0.0473,0,0.0087,0,0,0.0348,0,0.0131,0,0,0.0292,0.0797,0,0.1002,0.01,0,0.0218,0.0448,0.0162,0,0.0348,0,0.0741,0,0.0348,0.0915,0,0,0,0,0.0803,0,0.0753,0.023
354,117104,Life Pacific College,0.25,71.34999847,5.880000114,6.460000038,22.69000053,82.12999725,65850.07,8.68999958,3.849999905,11.05000019,39,188,32000,32,21300,Life Pacific College,San Dimas,CA,91773-3298,34.089421,-117.830997,0.6384,0.638392857,901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2079,0,0,0,0,0,0,0,0.7921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,117140,University of La Verne,0.569999993,59.25999832,6.570000172,8.569999695,38.70000076,75.15000153,67082.29,10.71000004,4.559999943,11.06999969,228,1658,52000,52,34200,University of La Verne,La Verne,CA,91750-4401,34.10086,-117.772634,0.4718,0.471818071,1034,0,0,0,0.0008,0.0569,0,0.0111,0,0.0371,0,0,0.0008,0.0561,0.0197,0.0118,0.075,0,0.0316,0.0008,0,0,0,0.0032,0,0.0055,0,0.0869,0,0.0269,0.1035,0,0,0,0,0.0245,0.0095,0.4321,0.0063
365,117627,La Sierra University,0.119999997,59.93999863,7.78000021,8.770000458,33.34000015,75.94999695,63313.83,11.42000008,4.510000229,11.01000023,97,594,51900,51.9,38700,La Sierra University,Riverside,CA,92515-8247,33.908834,-117.497071,0.4462,0.44616451,929,0,0,0,0,0.0258,0,0.0115,0,0.0172,0,0,0.0143,0,0,0.0229,0.0287,0,0.1662,0.0029,0,0.0057,0.0802,0.0258,0,0.0057,0,0.0602,0.0659,0.0401,0.0143,0,0,0,0,0.0544,0.2407,0.106,0.0115
374,117751,The Master's University and Seminary,0.180000007,74.56999969,4.420000076,6.150000095,20.39999962,82.94999695,71662.94,7.840000153,3.880000114,11.13000011,87,428,49000,49,47700,The Master's University and Seminary,Santa Clarita,CA,91321-1200,34.38214,-118.517422,0.9469,0.946938776,1091,0,0,0,0,0.1137,0,0.0314,0,0.051,0,0,0,0.0196,0,0.0353,0.149,0,0.0706,0.0078,0,0,0,0,0.2431,0,0,0.0039,0,0,0.0235,0,0,0,0,0.051,0,0.1804,0.0196
380,117946,Loyola Marymount University,0.100000001,62.50999832,7.820000172,12.01000023,24.17000008,74.97000122,78631.93,8.600000381,3.75,11.19999981,157,1591,65700,65.7,56500,Loyola Marymount University,Los Angeles,CA,90045-2659,33.970633,-118.415655,0.5078,0.50782661,1222,0,0.0039,0,0.0103,0.103,0.018,0.0097,0,0,0.0302,0,0.0064,0,0,0.0663,0.0277,0,0.0476,0.0064,0,0.0347,0,0.0174,0.0013,0.0039,0,0.0676,0,0,0.1326,0,0,0,0,0.1422,0.0032,0.2426,0.0251
392,118693,Menlo College,0.129999995,58.00999832,4.949999809,16.32999992,22.17000008,75.27999878,80580.15,7.519999981,3.589999914,11.23999977,26,325,53900,53.9,40700,Menlo College,Atherton,CA,94027-4301,37.452906,-122.181444,0.3808,0.380777096,1018,0,0,0,0,0.0062,0,0,0,0,0,0,0,0,0,0,0.0062,0,0,0,0,0,0,0,0,0,0,0.0932,0,0,0,0,0,0,0,0,0,0.8944,0
395,118888,Mills College,0.310000002,62.31999969,10.53999996,12.97000027,17.69000053,77.38999939,71756.45,9,3.74000001,11.11999989,62,297,44400,44.4,36200,Mills College,Oakland,CA,94613,37.782639,-122.18789,0.7156,0.71556551,1183,0,0.0111,0,0.0738,0,0,0.0074,0,0,0,0,0.0148,0.0258,0,0.1439,0,0,0.0775,0.0258,0,0.0554,0,0.0074,0,0.0185,0,0.0849,0,0.0148,0.1956,0,0,0,0,0.0959,0.0886,0.048,0.0111
406,119173,Mount Saint Mary's University,0.330000013,47.95999908,10.78999996,11.34000015,44.86999893,63.33000183,59943.9,15.06999969,5,10.93000031,77,786,59000,59,39700,Mount Saint Mary's University,Los Angeles,CA,90049-1599,34.082112,-118.480471,0.7653,0.765267968,915,0,0,0,0,0.0056,0,0,0,0.0153,0,0,0.0042,0.0111,0,0.0306,0.1001,0,0.0348,0.0042,0,0.0056,0,0.007,0,0.0028,0,0.0848,0,0.0459,0.0807,0,0,0,0,0.0153,0.4465,0.1001,0.0056
419,120184,Notre Dame de Namur University,0.340000004,62.38999939,3.970000029,17.23999977,20.30999947,72.56999969,89560.16,5.710000038,2.900000095,11.35000038,57,364,58700,58.7,40400,Notre Dame de Namur University,Belmont,CA,94002-1908,37.517501,-122.284618,0.8667,0.866666667,910,0,0,0,0,0.044,0,0.033,0,0,0,0,0,0,0,0.0586,0.0733,0,0.1172,0,0,0.0147,0,0.0293,0,0,0,0.1795,0,0.1355,0.0513,0,0,0,0,0.0513,0,0.1868,0.0256
420,120254,Occidental College,0.029999999,68.43000031,6.400000095,10.25,19.76000023,78.09999847,75275.66,8.569999695,3.559999943,11.14999962,48,441,56600,56.6,39700,Occidental College,Los Angeles,CA,90041-3392,34.126224,-118.210783,0.4487,0.44865505,1304,0,0.0417,0,0.0417,0,0,0.002,0,0,0,0,0.0337,0,0,0.0476,0,0,0.1131,0.0179,0,0.0456,0.0556,0.0357,0,0.0714,0,0.0675,0,0,0.3155,0,0,0,0,0.0774,0,0,0.0337
424,120403,Otis College of Art and Design,0.209999993,62.29000092,7.320000172,12.67000008,25.96999931,72.23000336,73811.67,9.460000038,3.930000067,11.14000034,83,344,51100,51.1,39500,Otis College of Art and Design,Los Angeles,CA,90045-3505,33.956607,-118.416615,0.9036,0.903638151,1045,0,0,0.0504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9496,0,0,0
426,120537,Hope International University,0.439999998,68.05999756,4.96999979,8.300000191,27.44000053,79.13999939,71774.01,8.119999886,3.799999952,11.14000034,100,433,39700,39.7,27600,Hope International University,Fullerton,CA,92831-3199,33.87616,-117.88573,0.3425,0.342530923,910,0,0,0,0,0,0,0,0,0.0947,0,0,0,0.1183,0,0.0355,0.1479,0,0,0,0,0,0,0,0.2308,0,0,0.1183,0,0,0.071,0,0,0,0,0,0,0.1834,0
433,120865,Pacific Union College,0.200000003,70.29000092,4.550000191,9.050000191,19.86000061,81.83999634,69255.78,8.300000191,3.789999962,11.10000038,72,548,59200,59.2,45600,Pacific Union College,Angwin,CA,94508-9707,38.57409,-122.449639,0.4522,0.452229299,984,0,0.008,0,0,0.0507,0,0.0027,0,0.0373,0.0027,0,0.0133,0,0,0.0107,0,0,0.0747,0.0053,0,0,0.032,0.0133,0.0293,0.008,0,0.024,0,0.0187,0.016,0,0,0,0.0027,0.0613,0.4933,0.0853,0.0107
434,120883,University of the Pacific,0.270000011,64.06999969,5.590000153,13.80000019,20.10000038,79.44999695,72621.06,9.18999958,4.269999981,11.13000011,126,1487,81400,81.4,56100,University of the Pacific,Stockton,CA,95211-0197,37.980624,-121.307296,0.6456,0.645581009,1152,0,0.0068,0,0.0193,0.043,0,0.0283,0,0.0634,0.1065,0.0102,0.0079,0,0,0.0193,0.0057,0,0.1302,0.0091,0,0.051,0.0612,0.0034,0,0.0102,0,0.0408,0,0,0.051,0,0,0,0,0.051,0.0725,0.2016,0.0079
439,121150,Pepperdine University,0.280000001,73.73999786,5.739999771,7.880000114,17.25,81.54000092,79068.51,6.900000095,3.400000095,11.22000027,142,1096,71700,71.7,54200,Pepperdine University,Malibu,CA,90263,34.041912,-118.707677,0.381,0.381033962,1226,0,0,0,0.02,0.1784,0,0,0,0.007,0,0,0.0047,0,0,0.0329,0.0282,0,0.0246,0.0059,0,0.0657,0.0399,0.0164,0,0.0153,0,0.081,0,0,0.0974,0,0,0,0,0.0587,0,0.3099,0.0141
442,121309,Point Loma Nazarene University,0.189999998,72.91000366,3.950000048,7.090000153,21.93000031,82.58000183,71269.62,8.100000381,3.720000029,11.13000011,109,927,53500,53.5,46700,Point Loma Nazarene University,San Diego,CA,92106-2899,32.713295,-117.251204,0.7134,0.713421146,1148,0,0.0055,0,0,0.0566,0,0.0109,0,0.0128,0.0182,0,0.0109,0.0456,0,0.0274,0.0274,0,0.0785,0.0055,0,0.0146,0.0274,0.0073,0.0292,0.0091,0,0.0858,0,0.0128,0.0474,0,0,0,0,0.062,0.208,0.1861,0.0109
443,121345,Pomona College,0,68.76999664,9.010000229,8.609999657,18.51000023,80.33999634,76544.99,8.569999695,3.559999943,11.15999985,PrivacySuppressed,135,70500,70.5,92100,Pomona College,Claremont,CA,91711-6319,34.098298,-117.711944,0.103,0.102975676,1435,0,0.0357,0,0.0332,0.023,0,0.0587,0,0,0,0,0.0204,0,0,0.0459,0,0,0.1709,0.0816,0,0.0179,0,0.0077,0,0.0791,0,0.0918,0,0.0536,0.2041,0,0,0,0,0.0434,0,0,0.0332
449,121691,University of Redlands,0.300000012,69.02999878,5.909999847,6.590000153,25.76000023,82.01000214,68599.2,9.18999958,3.99000001,11.09000015,146,1289,56400,56.4,39100,University of Redlands,Redlands,CA,92373-0999,34.063571,-117.163847,0.6752,0.675156576,1130,0,0.0414,0,0.0056,0,0,0,0,0.1485,0,0,0.0179,0,0,0.0263,0.063,0,0.0508,0.015,0,0,0,0.0047,0,0.0113,0,0.0526,0,0.0028,0.0677,0,0,0,0,0.0479,0.0489,0.3778,0.0179
466,122409,San Diego State University,0.209999993,64.87000275,5.760000229,9.729999542,28.56999969,76.16000366,68953.33,9.479999542,3.930000067,11.07999992,837,7078,53400,53.4,37200,San Diego State University,San Diego,CA,92182,32.77525,-117.071228,0.3441,0.344126264,1130,0,0.0033,0,0.0064,0.0693,0,0.011,0,0.0213,0.0669,0.0024,0.0176,0,0,0.0162,0.0264,0,0.0384,0.0089,0,0.0144,0.0468,0.0046,0,0.0118,0,0.0803,0.057,0.0396,0.1175,0,0,0,0,0.0439,0.076,0.2111,0.0089
467,122436,University of San Diego,0.170000002,73.25,4.360000134,8.880000114,18.57999992,81.12999725,79883.39,6.599999905,3.25999999,11.22999954,167,1424,70200,70.2,56300,University of San Diego,San Diego,CA,92110-2492,32.77142,-117.188721,0.5168,0.51678245,1236,0,0.019,0.0134,0.0063,0.0957,0,0.007,0,0,0.0471,0,0.0077,0,0,0.0253,0.0176,0,0.1126,0.0063,0,0,0,0.0084,0,0.0056,0,0.0507,0,0,0.114,0,0,0,0,0.019,0,0.4335,0.0106
470,122597,San Francisco State University,0.300000012,55.61000061,8.180000305,20.56999969,20.04000092,69.91999817,77495.51,7.829999924,3.440000057,11.21000004,1007,6643,52600,52.6,36800,San Francisco State University,San Francisco,CA,94132,37.721345,-122.477905,0.6788,0.678805307,979,0,0.0069,0,0.0124,0.0932,0,0.0094,0,0.0199,0.0278,0,0.0112,0.0148,0,0.0302,0.0278,0,0.0709,0.006,0,0.0005,0.0499,0.0081,0,0.0091,0,0.0482,0.042,0.0039,0.0956,0,0,0,0,0.0728,0.0861,0.2354,0.018
472,122612,University of San Francisco,0.189999998,62.27999878,6.360000134,17.02000046,17.29999924,75.19999695,82472.56,6.559999943,3.220000029,11.27000046,174,1528,70400,70.4,51900,University of San Francisco,San Francisco,CA,94117-1080,37.775564,-122.450977,0.6436,0.643577804,1172,0,0.0181,0.01,0.0031,0.0982,0,0.0113,0,0,0,0,0.0031,0,0,0.02,0,0,0.0519,0.01,0,0,0.0475,0.005,0.005,0.015,0,0.065,0,0.0019,0.1101,0,0,0,0,0.0381,0.1157,0.3527,0.0181
